customer_id,age,employment_status,education_level,annual_income,num_previous_loans,avg_payment_delay_days,credit_history_length,num_defaults,current_credit_score,loan_amount,loan_term_months,loan_purpose,collateral_present,default_flag
CUST005144,37,Employed,Bachelor,33822,2,3,8,0,710,24040,48,Business,No,0
CUST005145,52,Unemployed,Bachelor,78285,0,15,4,2,692,27701,36,Car Loan,No,1
CUST005146,43,Retired,Diploma,110342,0,1,1,1,540,8904,24,Crypto-Backed,No,0
CUST005147,40,Employed,Master,39596,3,1,5,0,655,10005,60,Business,No,0
CUST005148,39,Employed,Master,104446,4,6,6,0,678,56645,72,Business,No,1
CUST005149,50,Employed,Diploma,39559,1,1,9,0,728,54084,36,Education,No,0
CUST005150,45,Employed,High School,39322,0,9,8,0,700,29474,24,Business,Yes,0
CUST005151,69,Employed,High School,24127,5,12,5,0,665,46028,36,Crypto-Backed,No,0
CUST005152,31,Self-Employed,Bachelor,62859,2,3,2,2,494,38221,36,Business,Yes,1
CUST005153,48,Employed,Diploma,44457,6,4,1,0,639,97457,36,Car Loan,No,1
CUST005154,35,Employed,Bachelor,45729,6,5,5,0,648,12833,24,Business,Yes,0
CUST005155,31,Self-Employed,Bachelor,40546,1,20,2,1,663,47922,48,Car Loan,No,1
CUST005156,41,Self-Employed,Bachelor,29855,2,3,12,0,750,57374,60,Home Loan,No,0
CUST005157,43,Employed,Master,67025,2,14,6,2,589,24761,24,Crypto-Backed,Yes,1
CUST005158,77,Self-Employed,Bachelor,47539,0,21,4,0,640,45042,48,Home Loan,Yes,0
CUST005159,39,Student,Bachelor,73423,7,0,8,1,643,71534,24,Car Loan,Yes,0
CUST005160,28,Employed,High School,30574,3,3,8,0,696,50235,36,Car Loan,Yes,0
CUST005161,45,Employed,Bachelor,55245,5,4,3,0,655,23466,36,Crypto-Backed,Yes,0
CUST005162,18,Self-Employed,Bachelor,142704,4,7,7,2,510,10617,36,Car Loan,Yes,1
CUST005163,40,Self-Employed,PhD,34350,2,17,7,0,682,42760,36,Crypto-Backed,No,0
CUST005164,42,Employed,Bachelor,38472,1,1,6,0,710,19575,36,Business,No,0
CUST005165,51,Employed,Bachelor,38247,3,0,4,0,648,83711,60,Crypto-Backed,No,1
CUST005166,53,Unemployed,Bachelor,29106,3,4,4,1,603,14688,36,Car Loan,No,1
CUST005167,35,Student,High School,112288,1,8,4,0,654,33738,24,Home Loan,Yes,0
CUST005168,40,Unemployed,Diploma,20000,5,17,4,0,655,14305,12,Car Loan,No,0
CUST005169,32,Student,High School,26600,0,0,6,0,669,46902,72,Car Loan,No,1
CUST005170,28,Self-Employed,High School,61946,4,8,9,0,692,18554,72,Car Loan,Yes,0
CUST005171,45,Retired,Diploma,34025,2,5,3,0,578,93454,24,Car Loan,No,1
CUST005172,26,Self-Employed,Bachelor,48279,2,8,17,1,716,5525,48,Home Loan,No,0
CUST005173,37,Retired,Master,48320,0,1,5,0,657,29638,72,Business,Yes,0
CUST005174,30,Employed,Master,62851,2,4,2,2,562,24159,60,Business,No,1
CUST005175,48,Retired,Diploma,51069,0,14,8,0,641,23412,24,Car Loan,No,0
CUST005176,63,Employed,High School,40362,7,9,2,0,649,48944,48,Business,No,1
CUST005177,26,Employed,Diploma,52298,2,0,10,1,590,23479,72,Car Loan,No,0
CUST005178,19,Employed,Diploma,44835,3,8,2,0,634,19989,12,Car Loan,No,0
CUST005179,40,Employed,Diploma,114375,0,6,11,0,686,16933,36,Education,No,0
CUST005180,42,Employed,Bachelor,36760,0,19,4,0,658,28409,48,Crypto-Backed,No,1
CUST005181,44,Student,High School,64710,2,2,7,0,740,25013,24,Crypto-Backed,Yes,1
CUST005182,36,Self-Employed,Diploma,77403,2,5,5,0,584,23603,36,Car Loan,Yes,0
CUST005183,39,Retired,Bachelor,25317,2,23,4,1,578,10119,60,Business,Yes,1
CUST005184,46,Student,Diploma,28101,2,1,4,0,667,20390,24,Business,Yes,0
CUST005185,54,Employed,Bachelor,128717,1,1,2,1,531,40418,12,Car Loan,Yes,0
CUST005186,18,Employed,High School,34943,1,0,1,0,585,18205,48,Business,No,1
CUST005187,37,Employed,High School,49319,3,5,7,2,658,29881,36,Business,No,1
CUST005188,44,Employed,Diploma,44940,4,0,3,1,589,93481,48,Education,No,1
CUST005189,30,Self-Employed,High School,48092,1,0,1,0,630,137662,36,Education,Yes,0
CUST005190,62,Employed,Diploma,40694,0,2,16,1,688,6673,72,Business,No,0
CUST005191,34,Employed,High School,52079,10,7,3,2,578,23843,36,Car Loan,No,0
CUST005192,41,Employed,Diploma,32650,1,5,4,1,569,9220,48,Education,Yes,1
CUST005193,48,Employed,Bachelor,43831,2,7,1,0,610,24420,48,Car Loan,Yes,1
CUST005194,34,Employed,Diploma,20000,0,1,3,1,620,15642,24,Car Loan,No,1
CUST005195,19,Retired,High School,46250,0,1,5,0,676,26965,24,Car Loan,Yes,0
CUST005196,36,Employed,Bachelor,57955,1,3,4,1,653,27545,48,Home Loan,No,0
CUST005197,54,Employed,Bachelor,79192,0,6,2,0,687,26749,60,Home Loan,Yes,0
CUST005198,37,Employed,Diploma,87012,3,7,10,0,754,19716,48,Business,No,0
CUST005199,31,Unemployed,Diploma,40593,2,0,8,0,688,19652,24,Education,Yes,0
CUST005200,53,Employed,Bachelor,74630,6,16,3,0,614,32922,72,Home Loan,Yes,0
CUST005201,38,Employed,High School,27568,2,10,9,0,677,32249,12,Business,Yes,1
CUST005202,35,Employed,Bachelor,37847,2,6,5,1,555,28888,60,Business,No,1
CUST005203,43,Retired,Bachelor,110239,2,2,2,0,652,42349,48,Education,No,0
CUST005204,51,Retired,Bachelor,53702,5,9,2,0,627,7236,12,Education,No,1
CUST005205,70,Employed,Diploma,55074,2,26,10,1,606,13804,48,Car Loan,Yes,1
CUST005206,51,Self-Employed,Master,44837,1,7,8,3,552,20267,36,Business,No,1
CUST005207,55,Employed,Master,124789,0,10,3,0,585,20022,48,Car Loan,No,0
CUST005208,35,Employed,Diploma,63921,3,16,6,1,637,41065,24,Home Loan,No,1
CUST005209,29,Employed,Diploma,103000,6,2,1,1,557,26333,24,Crypto-Backed,No,1
CUST005210,42,Employed,Bachelor,36465,4,11,11,0,715,14076,36,Car Loan,Yes,1
CUST005211,43,Unemployed,Bachelor,30148,0,2,7,0,670,23143,12,Business,Yes,1
CUST005212,29,Student,Bachelor,33436,3,30,5,2,599,26612,24,Car Loan,Yes,1
CUST005213,39,Employed,Master,67139,7,7,5,2,565,36940,24,Education,Yes,1
CUST005214,46,Employed,High School,111715,3,5,1,0,558,29194,12,Education,No,1
CUST005215,46,Employed,Bachelor,71322,4,3,2,0,548,14579,24,Crypto-Backed,Yes,1
CUST005216,48,Employed,High School,76010,6,5,2,0,648,22977,60,Home Loan,No,0
CUST005217,45,Retired,High School,53446,10,10,3,0,646,14367,36,Business,No,1
CUST005218,35,Retired,High School,25937,4,10,3,1,546,21215,36,Education,Yes,1
CUST005219,35,Self-Employed,Bachelor,134812,3,10,3,0,655,57452,48,Car Loan,Yes,0
CUST005220,27,Employed,Bachelor,68334,0,0,6,0,653,52427,60,Education,No,0
CUST005221,63,Unemployed,High School,63684,3,0,5,1,614,65948,12,Business,Yes,1
CUST005222,42,Employed,Bachelor,75879,0,8,1,1,611,45985,36,Car Loan,No,1
CUST005223,39,Student,Bachelor,20806,1,9,8,1,605,37722,36,Education,Yes,1
CUST005224,30,Employed,Diploma,38156,1,20,8,1,707,5950,72,Education,No,0
CUST005225,77,Employed,High School,66900,7,2,3,0,628,31629,48,Car Loan,No,0
CUST005226,29,Employed,High School,45594,5,5,3,0,618,27452,36,Home Loan,No,1
CUST005227,36,Employed,Bachelor,47180,3,0,3,0,618,18660,72,Crypto-Backed,No,0
CUST005228,46,Self-Employed,Bachelor,93033,2,4,4,0,626,51810,72,Home Loan,Yes,0
CUST005229,49,Self-Employed,Bachelor,51981,1,4,2,0,561,8662,72,Education,No,0
CUST005230,53,Unemployed,High School,160980,2,7,7,1,644,26791,24,Education,No,1
CUST005231,63,Self-Employed,Master,48030,1,0,3,0,596,15579,36,Crypto-Backed,No,1
CUST005232,48,Employed,Diploma,73311,2,0,11,1,697,19018,36,Business,No,1
CUST005233,29,Retired,Bachelor,62443,1,9,1,0,596,17568,60,Car Loan,Yes,0
CUST005234,38,Retired,High School,36785,0,3,4,0,564,19839,24,Business,No,1
CUST005235,45,Employed,Bachelor,29274,3,2,4,2,608,17289,60,Business,Yes,1
CUST005236,66,Retired,Bachelor,49938,2,1,4,2,517,18866,24,Home Loan,Yes,0
CUST005237,25,Student,Bachelor,128059,3,25,4,2,494,119530,36,Car Loan,No,1
CUST005238,56,Self-Employed,Bachelor,40263,4,9,5,1,584,23084,24,Crypto-Backed,Yes,1
CUST005239,44,Employed,Diploma,63541,4,7,6,0,617,10383,36,Home Loan,Yes,0
CUST005240,52,Self-Employed,Diploma,43106,2,2,6,0,700,58233,24,Home Loan,Yes,1
CUST005241,40,Employed,PhD,54763,0,5,1,0,611,55048,60,Car Loan,Yes,1
CUST005242,31,Self-Employed,Diploma,86769,2,21,8,0,653,58551,60,Education,Yes,0
CUST005243,51,Employed,High School,51921,1,1,15,1,710,16458,12,Home Loan,No,0
CUST005244,49,Retired,Diploma,36038,10,4,12,0,712,9936,12,Business,Yes,0
CUST005245,53,Self-Employed,Diploma,109427,3,8,6,1,578,31999,36,Education,No,1
CUST005246,41,Employed,High School,36226,0,7,6,0,663,150000,24,Business,No,0
CUST005247,34,Self-Employed,Bachelor,68759,1,19,2,0,576,44066,36,Education,Yes,1
CUST005248,23,Employed,Bachelor,23264,9,1,2,4,380,49944,12,Education,No,1
CUST005249,51,Employed,Diploma,93186,2,12,4,1,576,69059,72,Car Loan,Yes,0
CUST005250,47,Employed,PhD,180290,6,7,3,0,649,31821,24,Business,Yes,1
CUST005251,30,Employed,Bachelor,48362,3,0,1,0,670,45806,48,Crypto-Backed,No,0
CUST005252,35,Student,Bachelor,29347,3,10,8,0,684,34363,72,Crypto-Backed,No,0
CUST005253,36,Employed,Bachelor,71951,0,2,5,1,612,21080,24,Business,Yes,0
CUST005254,24,Unemployed,Bachelor,51298,4,19,15,0,797,32984,12,Business,Yes,0
CUST005255,32,Employed,High School,143019,5,6,15,0,786,29500,60,Business,No,1
CUST005256,28,Unemployed,Bachelor,36329,4,20,5,0,675,5870,72,Business,Yes,0
CUST005257,37,Employed,Master,25122,6,2,6,0,622,29133,24,Car Loan,No,0
CUST005258,33,Employed,High School,57061,1,1,6,0,671,37278,36,Car Loan,No,0
CUST005259,22,Student,Bachelor,65621,7,1,3,0,663,22344,12,Education,No,0
CUST005260,66,Employed,Bachelor,33373,2,1,2,0,644,29024,36,Business,Yes,0
CUST005261,57,Self-Employed,Diploma,79240,6,14,6,0,669,53505,12,Car Loan,Yes,0
CUST005262,32,Employed,Master,50411,0,0,14,1,641,45075,72,Business,Yes,0
CUST005263,45,Employed,High School,42812,0,0,2,0,648,17520,36,Business,No,0
CUST005264,47,Retired,Diploma,64367,2,0,4,0,583,14027,36,Home Loan,Yes,0
CUST005265,56,Unemployed,Master,42454,4,42,7,1,602,111296,48,Business,No,1
CUST005266,32,Employed,Bachelor,33945,3,7,4,0,659,21390,60,Car Loan,Yes,0
CUST005267,55,Retired,Bachelor,21874,0,2,11,1,706,54375,24,Business,No,1
CUST005268,35,Employed,Bachelor,36004,0,13,3,0,678,11413,36,Home Loan,No,0
CUST005269,25,Employed,High School,170637,0,5,3,1,536,40566,60,Business,No,1
CUST005270,50,Employed,Diploma,49909,6,1,7,0,641,24804,36,Home Loan,No,0
CUST005271,57,Self-Employed,PhD,29479,4,20,6,0,718,41574,36,Car Loan,Yes,0
CUST005272,73,Employed,Diploma,92356,0,1,7,1,651,38735,48,Business,Yes,0
CUST005273,27,Employed,Bachelor,47882,5,8,4,2,564,33305,60,Car Loan,No,0
CUST005274,50,Student,Diploma,56727,2,7,3,0,600,20795,36,Car Loan,No,0
CUST005275,37,Employed,Master,56227,6,2,6,0,632,21196,36,Car Loan,No,0
CUST005276,51,Employed,PhD,103017,0,15,7,1,585,14093,12,Car Loan,No,1
CUST005277,24,Employed,High School,25226,3,15,1,1,536,33743,48,Education,No,1
CUST005278,26,Employed,Bachelor,101690,6,6,5,0,679,32668,12,Education,Yes,0
CUST005279,32,Employed,Master,71153,15,7,2,0,671,16457,36,Car Loan,Yes,0
CUST005280,42,Employed,Master,50952,7,8,10,1,655,24596,48,Education,No,1
CUST005281,34,Employed,Diploma,31985,4,13,4,1,617,48491,60,Crypto-Backed,No,1
CUST005282,49,Self-Employed,Diploma,43328,1,2,1,1,575,49750,36,Car Loan,Yes,1
CUST005283,54,Unemployed,Diploma,50070,1,11,3,2,578,12817,36,Crypto-Backed,Yes,0
CUST005284,49,Student,Bachelor,121102,4,9,1,2,509,15891,24,Business,No,1
CUST005285,61,Self-Employed,PhD,100460,4,4,1,0,571,65949,36,Car Loan,No,1
CUST005286,46,Employed,Bachelor,40382,2,13,4,1,589,9608,48,Education,No,1
CUST005287,27,Employed,High School,133877,3,4,4,0,641,33557,60,Education,Yes,1
CUST005288,58,Unemployed,High School,78863,4,1,10,1,656,18203,48,Business,No,1
CUST005289,34,Self-Employed,Master,62048,0,1,4,0,627,32874,48,Car Loan,No,1
CUST005290,52,Employed,Bachelor,42590,5,3,2,1,524,34942,12,Business,Yes,1
CUST005291,60,Employed,Bachelor,36731,3,12,8,1,647,6660,24,Crypto-Backed,Yes,1
CUST005292,47,Unemployed,Bachelor,64300,5,1,4,1,625,119070,36,Business,No,1
CUST005293,24,Employed,Master,59390,1,1,10,1,649,37940,48,Crypto-Backed,Yes,0
CUST005294,30,Self-Employed,Diploma,40324,3,1,3,0,594,7588,24,Car Loan,Yes,1
CUST005295,57,Employed,Diploma,85561,5,12,4,0,631,36931,36,Car Loan,No,0
CUST005296,39,Self-Employed,Master,53194,4,0,4,0,620,37465,48,Business,No,1
CUST005297,42,Unemployed,Bachelor,60416,2,14,7,1,609,19508,72,Car Loan,Yes,1
CUST005298,51,Retired,High School,83815,4,18,6,0,658,111636,36,Crypto-Backed,No,0
CUST005299,50,Unemployed,High School,74109,1,7,4,2,631,16544,36,Car Loan,No,0
CUST005300,45,Employed,Diploma,21810,0,2,3,0,695,16967,60,Crypto-Backed,No,0
CUST005301,39,Self-Employed,PhD,71752,3,21,10,0,697,11759,48,Car Loan,Yes,1
CUST005302,38,Employed,Diploma,49711,2,0,3,0,623,45647,72,Home Loan,No,0
CUST005303,52,Employed,Master,39200,0,0,16,0,793,37905,48,Home Loan,Yes,0
CUST005304,48,Retired,High School,50315,0,6,1,0,612,33751,36,Car Loan,No,1
CUST005305,38,Employed,High School,42062,5,6,5,0,657,124528,48,Education,No,0
CUST005306,54,Self-Employed,Master,52228,15,4,5,0,711,36852,24,Business,No,0
CUST005307,40,Student,Master,48514,1,5,1,0,660,49969,48,Business,Yes,0
CUST005308,31,Student,High School,69135,3,4,4,0,654,6141,48,Education,No,0
CUST005309,32,Self-Employed,Diploma,22789,1,19,11,0,738,12942,36,Business,Yes,0
CUST005310,30,Employed,Bachelor,53739,2,9,3,0,588,45152,36,Car Loan,No,0
CUST005311,38,Employed,High School,48324,6,0,5,1,604,8444,24,Business,Yes,1
CUST005312,56,Student,Master,151113,5,19,9,0,688,115453,72,Business,Yes,0
CUST005313,32,Employed,Diploma,20000,3,9,3,0,552,26424,24,Crypto-Backed,No,0
CUST005314,44,Student,Bachelor,77732,2,10,2,0,668,11588,12,Home Loan,Yes,0
CUST005315,34,Employed,High School,60881,3,6,14,0,710,14820,60,Education,Yes,0
CUST005316,38,Employed,High School,71909,1,10,5,0,636,20538,36,Education,No,0
CUST005317,23,Employed,Bachelor,39196,2,5,11,0,712,19951,72,Business,No,0
CUST005318,39,Employed,High School,57508,2,0,14,0,721,27314,60,Business,Yes,1
CUST005319,39,Student,Bachelor,52717,3,1,7,1,693,43674,48,Home Loan,No,0
CUST005320,48,Self-Employed,Bachelor,287225,7,9,5,0,657,44827,12,Car Loan,Yes,0
CUST005321,44,Employed,High School,41997,2,10,5,0,633,48854,36,Business,Yes,1
CUST005322,27,Employed,Bachelor,33105,11,11,5,1,611,12797,12,Car Loan,No,0
CUST005323,55,Self-Employed,Master,133322,4,8,6,0,600,6502,36,Business,Yes,1
CUST005324,44,Employed,Diploma,58217,7,10,7,0,752,14033,36,Car Loan,No,0
CUST005325,44,Retired,PhD,63385,4,0,5,0,658,14936,12,Car Loan,No,0
CUST005326,41,Employed,High School,86117,4,7,14,0,677,12568,48,Business,No,0
CUST005327,35,Employed,Diploma,50939,1,4,1,1,599,20568,36,Business,No,1
CUST005328,44,Employed,Diploma,39753,0,7,2,0,567,14361,12,Car Loan,Yes,0
CUST005329,47,Employed,PhD,52377,7,5,6,0,656,8088,48,Crypto-Backed,Yes,0
CUST005330,21,Employed,Diploma,32195,3,5,4,0,589,63105,12,Business,No,1
CUST005331,35,Student,Diploma,23713,3,17,4,0,701,58999,24,Education,Yes,0
CUST005332,38,Employed,Master,32160,4,10,13,0,710,33770,60,Crypto-Backed,Yes,1
CUST005333,45,Employed,Master,20000,1,17,7,0,720,8194,60,Car Loan,No,0
CUST005334,56,Employed,Master,40856,1,2,8,0,713,65006,72,Car Loan,No,0
CUST005335,32,Self-Employed,Bachelor,38179,4,9,10,1,611,68095,24,Education,No,1
CUST005336,36,Unemployed,Bachelor,66292,1,18,8,1,619,11598,60,Home Loan,No,1
CUST005337,35,Unemployed,Diploma,52289,2,17,3,0,652,49028,60,Home Loan,No,0
CUST005338,32,Employed,Bachelor,45725,2,3,12,0,698,138073,36,Business,Yes,0
CUST005339,37,Self-Employed,Diploma,88325,3,0,12,0,696,14976,48,Business,No,0
CUST005340,51,Self-Employed,Bachelor,39792,8,17,8,1,656,17561,48,Car Loan,No,0
CUST005341,29,Employed,Diploma,28144,1,1,8,0,636,29168,48,Business,Yes,0
CUST005342,47,Employed,Master,20000,1,4,2,0,576,24173,48,Crypto-Backed,No,0
CUST005343,21,Unemployed,High School,49630,4,6,1,2,459,36020,24,Crypto-Backed,Yes,1
CUST005344,35,Employed,Bachelor,47738,7,8,6,1,642,9731,48,Education,No,1
CUST005345,38,Employed,Bachelor,92460,0,2,3,0,560,24559,36,Business,No,0
CUST005346,62,Employed,Diploma,31767,1,12,5,0,627,6019,60,Car Loan,Yes,1
CUST005347,38,Employed,High School,71326,0,0,6,0,639,34898,36,Crypto-Backed,No,0
CUST005348,18,Employed,High School,20000,3,2,3,0,630,20908,36,Business,Yes,0
CUST005349,18,Self-Employed,PhD,25601,1,4,3,0,629,61687,36,Car Loan,Yes,0
CUST005350,42,Retired,Master,59383,2,14,4,0,649,25821,48,Business,No,0
CUST005351,49,Self-Employed,High School,69193,4,23,6,0,729,97806,36,Car Loan,Yes,0
CUST005352,46,Employed,Diploma,21381,0,11,4,0,666,36069,60,Education,No,0
CUST005353,44,Unemployed,Bachelor,32948,1,4,6,1,549,29117,24,Business,No,1
CUST005354,55,Unemployed,Bachelor,50138,8,2,1,2,571,12387,36,Business,No,0
CUST005355,35,Employed,Diploma,46743,5,0,9,1,667,19829,24,Crypto-Backed,Yes,1
CUST005356,52,Self-Employed,Master,64458,4,6,3,0,645,22980,60,Crypto-Backed,No,0
CUST005357,22,Self-Employed,Master,77396,2,2,4,1,557,66534,72,Home Loan,No,1
CUST005358,31,Employed,High School,25870,0,4,2,0,591,22722,60,Car Loan,Yes,1
CUST005359,20,Employed,Bachelor,61205,4,0,6,0,692,21987,72,Business,No,0
CUST005360,38,Employed,High School,34207,0,2,8,0,631,42652,36,Business,No,0
CUST005361,41,Student,Bachelor,57975,3,13,1,0,641,36219,36,Crypto-Backed,Yes,0
CUST005362,43,Employed,Master,38816,7,9,1,0,534,39253,60,Crypto-Backed,Yes,1
CUST005363,42,Employed,Bachelor,83982,0,7,3,0,622,10985,60,Education,No,0
CUST005364,30,Employed,Bachelor,65735,1,22,3,1,581,84562,36,Car Loan,Yes,1
CUST005365,39,Retired,PhD,29898,2,10,3,0,615,78548,60,Education,No,1
CUST005366,24,Employed,Bachelor,21177,3,6,2,0,649,17587,12,Crypto-Backed,Yes,0
CUST005367,58,Unemployed,Diploma,88850,2,13,6,1,534,44826,24,Car Loan,No,1
CUST005368,38,Self-Employed,Diploma,34441,1,10,2,0,600,15881,48,Home Loan,Yes,1
CUST005369,36,Self-Employed,Bachelor,36282,0,3,3,0,607,45710,24,Car Loan,No,0
CUST005370,61,Retired,High School,71040,2,2,1,0,503,10265,48,Crypto-Backed,No,1
CUST005371,27,Employed,High School,29388,3,6,7,1,574,25741,36,Car Loan,No,1
CUST005372,28,Retired,Master,54152,2,5,6,0,672,23159,72,Home Loan,No,0
CUST005373,28,Retired,High School,49475,5,12,5,0,651,21655,24,Business,No,0
CUST005374,41,Student,Bachelor,47060,1,2,4,1,576,14911,24,Crypto-Backed,Yes,0
CUST005375,47,Unemployed,Diploma,89113,5,4,4,0,644,45056,12,Home Loan,Yes,1
CUST005376,50,Retired,Master,61885,1,16,1,0,635,18119,36,Business,Yes,0
CUST005377,72,Employed,Master,79980,1,12,2,0,586,10609,36,Home Loan,No,0
CUST005378,18,Employed,PhD,43265,11,0,3,0,647,23023,72,Crypto-Backed,No,0
CUST005379,49,Employed,High School,34130,0,4,4,0,609,27715,24,Business,Yes,1
CUST005380,35,Employed,Diploma,82408,2,9,4,1,610,72160,36,Car Loan,Yes,0
CUST005381,34,Self-Employed,Bachelor,36852,2,4,2,1,648,14356,36,Education,No,0
CUST005382,34,Employed,Master,52146,8,15,8,1,614,21396,72,Home Loan,No,1
CUST005383,31,Employed,Diploma,60582,4,13,10,1,642,11599,12,Home Loan,Yes,1
CUST005384,62,Unemployed,High School,33362,1,6,4,0,631,54218,72,Business,Yes,1
CUST005385,52,Retired,Diploma,33414,6,10,3,1,580,17089,60,Home Loan,No,1
CUST005386,42,Unemployed,Bachelor,42796,5,5,1,1,581,25772,60,Car Loan,Yes,1
CUST005387,58,Retired,Bachelor,71112,1,0,4,0,612,68216,24,Car Loan,Yes,0
CUST005388,23,Self-Employed,Bachelor,58281,3,10,4,0,664,77779,36,Home Loan,No,0
CUST005389,26,Retired,High School,24917,3,6,3,0,661,7254,36,Business,No,1
CUST005390,18,Employed,Bachelor,130143,2,17,10,1,619,17799,48,Education,No,1
CUST005391,33,Student,Bachelor,59279,3,0,4,1,567,18988,72,Education,No,1
CUST005392,43,Employed,Diploma,39662,1,4,2,0,585,61806,36,Business,Yes,0
CUST005393,43,Unemployed,Bachelor,45420,2,1,6,0,658,32233,48,Home Loan,No,0
CUST005394,43,Self-Employed,Bachelor,43430,3,17,5,0,571,39197,24,Crypto-Backed,No,0
CUST005395,25,Self-Employed,Diploma,40697,4,4,3,0,606,122864,72,Crypto-Backed,No,1
CUST005396,51,Self-Employed,Master,87805,2,13,8,1,647,9168,36,Education,Yes,0
CUST005397,44,Retired,High School,160848,6,11,17,0,754,32143,48,Car Loan,No,1
CUST005398,50,Retired,Master,37933,5,16,3,1,665,34773,72,Business,Yes,1
CUST005399,19,Employed,Bachelor,38995,2,24,4,1,663,17357,36,Car Loan,Yes,0
CUST005400,45,Employed,Bachelor,46859,9,4,7,0,613,8237,36,Car Loan,No,0
CUST005401,27,Employed,High School,24630,3,3,5,0,622,18667,60,Car Loan,Yes,0
CUST005402,37,Employed,Master,63829,0,15,8,0,700,13906,60,Home Loan,No,0
CUST005403,48,Employed,Diploma,53820,3,12,3,0,682,9033,36,Car Loan,Yes,0
CUST005404,43,Self-Employed,Bachelor,52826,3,2,9,0,652,26668,60,Home Loan,No,0
CUST005405,31,Employed,Master,20000,0,25,4,0,673,19704,36,Education,No,0
CUST005406,42,Unemployed,Diploma,20000,2,12,4,0,561,6308,48,Car Loan,No,1
CUST005407,23,Employed,Master,40789,3,5,5,0,688,37610,60,Education,No,1
CUST005408,55,Employed,Bachelor,68238,0,1,2,0,620,26514,24,Business,No,0
CUST005409,39,Employed,Bachelor,20150,1,37,2,2,547,11539,48,Education,Yes,1
CUST005410,55,Unemployed,Master,76699,1,2,5,1,616,31975,60,Education,Yes,1
CUST005411,35,Unemployed,Bachelor,42122,0,6,9,0,633,35762,60,Education,No,0
CUST005412,35,Employed,Diploma,32388,0,0,4,0,638,9515,36,Crypto-Backed,No,0
CUST005413,32,Employed,Bachelor,51104,1,9,8,1,614,44189,72,Business,Yes,0
CUST005414,52,Employed,Bachelor,25621,4,2,10,0,721,18765,60,Car Loan,No,1
CUST005415,33,Retired,High School,20000,0,6,1,0,582,11024,12,Car Loan,No,1
CUST005416,49,Unemployed,High School,89603,1,10,1,0,687,35814,36,Education,Yes,0
CUST005417,37,Self-Employed,High School,47841,1,3,3,0,654,20562,36,Car Loan,No,0
CUST005418,18,Employed,High School,34176,2,0,16,1,752,12802,60,Car Loan,Yes,0
CUST005419,35,Employed,Bachelor,36718,3,14,1,0,655,31645,72,Business,No,0
CUST005420,27,Employed,High School,33273,4,12,12,2,683,97261,48,Crypto-Backed,Yes,0
CUST005421,42,Employed,Diploma,41093,11,20,6,1,592,42167,12,Education,Yes,1
CUST005422,27,Employed,Diploma,46341,3,11,5,0,675,9957,36,Car Loan,Yes,0
CUST005423,53,Employed,Master,69132,3,7,5,0,649,51845,36,Crypto-Backed,No,0
CUST005424,40,Employed,Diploma,34618,1,12,1,1,536,9671,36,Education,No,1
CUST005425,39,Employed,Bachelor,28891,3,4,3,1,551,52934,72,Home Loan,No,1
CUST005426,49,Employed,Diploma,37495,4,9,4,0,641,9734,36,Education,No,0
CUST005427,53,Self-Employed,High School,168045,4,0,4,0,637,87227,36,Education,Yes,0
CUST005428,41,Self-Employed,High School,53017,4,11,2,0,644,14263,24,Crypto-Backed,No,0
CUST005429,32,Self-Employed,Diploma,59864,6,6,4,0,654,32401,48,Business,Yes,0
CUST005430,20,Employed,High School,43158,2,5,4,0,647,60233,12,Crypto-Backed,No,0
CUST005431,33,Unemployed,Bachelor,116617,0,3,2,0,576,26057,12,Home Loan,No,1
CUST005432,34,Retired,Bachelor,75346,7,19,4,0,637,54672,12,Car Loan,Yes,0
CUST005433,43,Employed,Bachelor,29133,0,13,7,0,601,11072,24,Education,No,0
CUST005434,37,Employed,High School,53040,2,0,1,2,506,14412,12,Car Loan,Yes,1
CUST005435,50,Retired,Bachelor,40397,7,20,8,0,707,28326,48,Home Loan,No,0
CUST005436,34,Retired,High School,60209,1,52,5,3,550,32391,60,Business,Yes,1
CUST005437,41,Employed,Bachelor,80681,0,14,7,0,635,59700,24,Crypto-Backed,Yes,1
CUST005438,56,Employed,Diploma,26594,2,2,3,0,667,27211,24,Car Loan,Yes,0
CUST005439,46,Retired,Bachelor,58658,0,9,8,1,614,66452,48,Home Loan,No,0
CUST005440,41,Employed,Master,32740,2,2,1,1,586,58863,48,Business,No,1
CUST005441,34,Retired,Bachelor,99529,0,4,5,0,641,23728,36,Car Loan,Yes,0
CUST005442,34,Employed,High School,79477,2,0,7,1,593,2368,36,Car Loan,Yes,1
CUST005443,31,Retired,Master,20000,0,35,7,0,666,10587,60,Car Loan,No,0
CUST005444,35,Employed,Diploma,27907,11,1,8,0,604,45742,72,Crypto-Backed,Yes,1
CUST005445,51,Employed,Bachelor,25037,1,14,4,0,629,26712,24,Car Loan,Yes,0
CUST005446,39,Student,Diploma,47534,4,12,1,2,528,19443,72,Car Loan,No,1
CUST005447,25,Employed,Diploma,56995,2,4,3,0,672,26320,60,Education,Yes,0
CUST005448,63,Employed,Bachelor,72818,3,2,3,1,649,7813,24,Business,No,0
CUST005449,45,Retired,High School,43353,8,5,6,0,632,11541,36,Business,Yes,1
CUST005450,25,Employed,Master,42565,1,1,3,0,604,17120,36,Crypto-Backed,No,1
